TimesUsed,OftenText,OftenVideo,OftenPhone,OftenSocialMedia,OftenSoloGame,OftenMultiplay,OftenEntertain,OftenCultural,OftenCreative,FeatureTalkFriends,FeatureTalkStranger,FeatureScreenshot,DataPriv,PrivFeatUsed,ControlPriv,BiometricDevelop,BiometricMarket,BiometricSellAnon,BiometricSellData,SoloVMulti,UseVRGames,UseVRUnique,UseVRImmersive,UseVRFriends,UseVRStrangers,UseVRAlone,UseVRDemo,PrimaryUseVR,WishFriends,VRAlone,Lonely,ConnectPeople,NegSocExperience,HarrBubble,HarrInvisib,HarrMute,HarrBlock,HarrLive,HarrVoice,IdealAvatar,WorkTime,HoursVR,USLive,State,GenderID,ConsiderHarrassment,DescribHarr,Howlong,Country
More than once a week,Daily,Rarely,2+ times per week,Daily,Once a week,Rarely,Rarely,Once a week,Daily,Unimportant,Unimportant,Unimportant,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software",Very little,Somewhat acceptable,Somewhat unacceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Unique experiences,Disagree,Strongly agree,Disagree,Disagree,I have experienced none of these,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,It doesn't look like me.,Over half of my time in VR is work-related.,6-10 hours,Yes,Oregon,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,2+ times per week,2+ times per week,Daily,Daily,Monthly,Daily,Daily,Daily,Neutral,Unimportant,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Acceptable,Neutral,Unacceptable,Unacceptable,I spend slightly more time in single-user/solo than multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Get work done,Disagree,Strongly agree,Disagree,Disagree,I have experienced none of these,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,It looks non-human (robot/animal).,Over half of my time in VR is work-related.,1 hour or less,Yes,California,Female,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,Once a week,Monthly,Daily,Daily,Rarely,2 + times per week,2 + times per week,Never used,Important,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",Not at all,Somewhat acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Agree,Unique experiences,Agree,Agree,Agree,Disagree,I have experienced none of these,Effective,Effective,Effective,Effective,Strongly effective,Effective,"It looks non-human (robot/animal)., It doesn't look like me., The graphics look like a cartoon.",I don't use VR in my work.,2-5 hours,Yes,California,Male,I don't know/Not applicable,N/A,More than a year,NA
More than once a week,Daily,Once a week,Once a week,Daily,2 + times per week,Rarely,Rarely,2 + times per week,2 + times per week,Important,Important,Very important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted emails (GPG), Encrypted texts (Signal, WhatsApp)",Not at all,Acceptable,Acceptable,Acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Get work done,Disagree,Agree,Disagree,Disagree,I have experienced none of these,Effective,Ineffective,Ineffective,Effective,Effective,Neutral,It looks like me.,Over half of my time in VR is work-related.,6-10 hours,Yes,Minnesota,Female,I don't know/Not applicable,NA,Between 6 months and a year,NA
More than once a week,Daily,Rarely,Daily,Daily,Rarely,2 + times per week,Rarely,Rarely,Monthly,Neutral,Neutral,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes)",Somewhat,Neutral,Neutral,Somewhat unacceptable,Somewhat unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Get work done,Disagree,Disagree,Disagree,Disagree,"Violent comments or threats, Sexually suggestive or sexist comments, Catcalling/lewd noises, Rude gestures",Neutral,Neutral,Effective,Effective,Effective,Neutral,"It looks like me., It looks non-human (robot/animal)., The graphics look realistic.",Less than half of my time in VR is work-related.,2-5 hours,No,NA,Male,No,NA,More than a year,United kingdom
More than once a week,Daily,Once a week,Once a week,Daily,Rarely,Rarely,Monthly,Rarely,2 + times per week,Important,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes)",Very little,Somewhat acceptable,Somewhat acceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Get work done,Agree,Disagree,Disagree,Disagree,I have experienced none of these,Neutral,Effective,Effective,Effective,Effective,Effective,It looks like me.,Over half of my time in VR is work-related.,2-5 hours,Yes,California,Female,Yes,NA,Between 6 months and a year,NA
More than once a week,Daily,Once a week,Monthly,Daily,Once a week,Monthly,Once a week,Monthly,Once a week,Important,Important,Unimportant,Very important,"Encrypted emails (GPG), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Acceptable,Acceptable,Somewhat acceptable,Somewhat acceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Exciting experiences,Disagree,Strongly agree,Strongly disagree,Disagree,I have experienced none of these,Strongly effective,Effective,Effective,Strongly effective,Strongly effective,Neutral,It looks like me.,Over half of my time in VR is work-related.,2-5 hours,No,NA,Male,I don't know/Not applicable,NA,More than a year,Germany
2-3x/month,Daily,Rarely,2+ times per week,Daily,Monthly,Rarely,Never used,Rarely,Monthly,Neutral,Neutral,Important,Important,Adblocker software,Very little,Acceptable,Acceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Unique experiences,Disagree,Agree,Disagree,Disagree,Uninvited lewd pictures,Effective,Effective,Effective,Effective,Strongly effective,Neutral,"It looks like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,2-5 hours,Yes,Washington,Female,No,"Someone was drawing lewd pictures in charades in Rek Room but mostly I thought it was funny, not really offended. ",Between 6 months and a year,NA
More than once a week,Never used,Never used,Never used,Daily,2 + times per week,2 + times per week,Monthly,Once a week,Once a week,Unimportant,Unimportant,Unimportant,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Adblocker software",Somewhat,Don't know/NA,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Play games,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Rude gestures,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Strongly effective,"It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",I don't use VR in my work.,6-10 hours,Yes,California,Male,No,NA,Between 6 months and a year,NA
More than once a week,2+ times per week,2+ times per week,Daily,Daily,2 + times per week,2 + times per week,Rarely,Rarely,Rarely,Very important,Important,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Somewhat,Somewhat unacceptable,Neutral,Unacceptable,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Developing VR games and applications,Agree,Disagree,Disagree,Agree,"Violent comments or threats, Sexually suggestive or sexist comments, Racist or homophobic comments, Catcalling/lewd noises, Rude gestures, Groping",Effective,Neutral,Neutral,Neutral,Effective,Effective,"It doesn't look like me., The graphics look like a cartoon.",Over half of my time in VR is work-related.,11-20 hours,No,NA,Male,Yes,NA,More than a year,United Kingdom
More than once a week,Daily,2+ times per week,2+ times per week,Daily,Monthly,Once a week,Rarely,Monthly,Once a week,Very important,Neutral,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password)",Very little,Somewhat acceptable,Somewhat acceptable,Neutral,Somewhat unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Get work done,Agree,Disagree,Agree,Disagree,I have experienced none of these,Effective,Effective,Effective,Strongly effective,Effective,Neutral,It looks like me.,Over half of my time in VR is work-related.,2-5 hours,Yes,New York,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,2+ times per week,Daily,Daily,Daily,Once a week,Once a week,Monthly,2 + times per week,Daily,Important,Unimportant,Important,Important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password)",Very little,Somewhat acceptable,Neutral,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Agree,Art,Disagree,Strongly agree,Agree,Disagree,"Sexually suggestive or sexist comments, Racist or homophobic comments, Rude gestures",Effective,Strongly effective,Effective,Effective,Strongly effective,Ineffective,It doesn't look like me.,I don't use VR in my work.,6-10 hours,Yes,Colorado,Male,No,NA,More than a year,NA
More than once a week,Daily,Rarely,2+ times per week,Daily,Daily,Once a week,Rarely,Rarely,Daily,Neutral,Neutral,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Password manager (Last Pass, 1Password), Encrypted emails (GPG), Encrypted texts (Signal, WhatsApp), Anonymous browsers/proxies (Tor), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Not at all,Unacceptable,Unacceptable,Unacceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Get work done,Agree,Agree,Disagree,Disagree,I have experienced none of these,Strongly effective,Strongly effective,Strongly effective,Strongly effective,Ineffective,Strongly effective,It doesn't look like me.,Over half of my time in VR is work-related.,11-20 hours,Yes,Delaware,Male,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,2+ times per week,Daily,Daily,Rarely,Rarely,Once a week,Once a week,Once a week,Important,Unimportant,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes)",Somewhat,Somewhat acceptable,Somewhat acceptable,Somewhat acceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Disagree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Unique experiences,Disagree,Agree,Disagree,Disagree,I have experienced none of these,Strongly ineffective,Strongly ineffective,Strongly ineffective,Strongly ineffective,Strongly ineffective,Strongly ineffective,It looks like me.,Over half of my time in VR is work-related.,2-5 hours,Yes,New York,Female,I don't know/Not applicable,NA,More than a year,NA
More than once a week,Daily,2+ times per week,Daily,Daily,Once a week,Daily,Rarely,Monthly,2 + times per week,Very important,Very important,Important,Important,"Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Acceptable,Somewhat unacceptable,Somewhat unacceptable,Unacceptable,I spend significantly more time in multi-user than in single-user/solo experiences.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Spend time with friends,Agree,Disagree,Strongly disagree,Strongly agree,"Sexually suggestive or sexist comments, Catcalling/lewd noises, Rude gestures, Groping, All of the above checked experiences happened only ONCE at the same time - when I was by a professional griefer",Strongly effective,Strongly effective,Strongly effective,Strongly effective,Neutral,Don't know/NA,"It looks like me., The graphics look like a cartoon.",Less than half of my time in VR is work-related.,More than 20 hours,No,NA,Female,Yes,On my third day in High Fidelity professional griefer Britbong tricked me to teleport to a secluded domain. He then jumped repeatedly into me with his avatar and strongly harrassed me verbally. Then he put my reaction on Youtube. After this incident High Fidelity employed <e3>the Bubble<d2> and researched a way to ban griefers by their hardware footprint. I haven<d4>t encountered a similar situation ever since & I feel really well armed against griefers now.,More than a year,Germany 
About once a week,2+ times per week,Rarely,Rarely,Once a week,Once a week,Rarely,Rarely,Rarely,Never used,Neutral,Unimportant,Important,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Anonymous browsers/proxies (Tor), Adblocker software",Somewhat,Somewhat acceptable,Neutral,Somewhat unacceptable,Unacceptable,I spend significantly more time in single-user/solo than in multi-user experiences.,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Agree,Play games,Agree,Strongly agree,Strongly disagree,Strongly disagree,I have not used social enoughbfor vlid answer,Neutral,Ineffective,Strongly effective,Strongly effective,Neutral,Strongly ineffective,"It looks like me., The graphics look realistic., The graphics look like a cartoon.",I don't use VR in my work.,2-5 hours,Yes,South Dakota,Male,I don't know/Not applicable,NA,Between 6 months and a year,NA
More than once a week,Daily,Rarely,Monthly,Daily,Once a week,2 + times per week,2 + times per week,2 + times per week,2 + times per week,Important,Unimportant,Neutral,Very important,"Two-factor authentication (Authy, Google Authenticator, SMS codes), Encrypted texts (Signal, WhatsApp), Adblocker software, VPN<d5>s (NordNet, Private Internet Access, Tunnel Bear)",Very little,Somewhat acceptable,Somewhat acceptable,Somewhat unacceptable,Unacceptable,I spend slightly more time in multi-user than in single-user/solo experiences.,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Strongly agree,Unique experiences,Agree,Disagree,Strongly disagree,Disagree,I have experienced none of these,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,Don't know/NA,"It looks like me., It looks non-human (robot/animal)., It doesn't look like me., The graphics look realistic., The graphics look like a cartoon.",Over half of my time in VR is work-related.,6-10 hours,No,NA,Male,I don't know/Not applicable,NA,More than a year,Sweden
